Name,Size,Type,Align.,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,WRI,Senses,Languages,CR,Additional,Font,Additional Info,Author
Star Spawn Larva Mage,Medium,Aberration,CE,16,168,30,17,12,23,18,12,16,"DEX, WIS, CHA",Perception,"Coldres, nonmagicalres, psychicimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, restrainedimmu",Darkvision 60,Deep Speech,16.00,"Innate Spellcasting, Return to Worms, Legendary",Mordenkainen's Tome of Foes,,Wizards of the Coast
Star Spawn Mangler,Medium,Aberration,CE,14,71,"40, climb 40",8,18,12,11,12,7,"DEX, CON",Stealth,"Coldres, psychicimmu, charmedimmu, frightenedimmu, proneimmu",Darkvision 60,Deep Speech,5.00,"Ambusher, Shadow Stealth",Mordenkainen's Tome of Foes,,Wizards of the Coast
Star Spawn Seer,Medium,Aberration,NE,17,153,30,14,12,18,22,19,16,"DEX, INT, WIS, CHA",Perception,"Coldres, nonmagicalres, psychicimmu, charmedimmu, frightenedimmu",Darkvision 60,"Common, Deep Speech, Undercommon",13.00,Out-of-Phase Movement,Mordenkainen's Tome of Foes,,Wizards of the Coast
"Steeder, Female",Large,Monstrosity,U,14,30,"30, climb 30",15,16,14,2,10,3,None,"Perception, Stealth",None,Darkvision 120,None,1.00,"Spider Climb, Extraordinary Leap",Mordenkainen's Tome of Foes,,Wizards of the Coast
"Steeder, Male",Medium,Monstrosity,U,12,13,"30, climb 30",15,12,14,2,10,3,None,"Stealth, Perception",None,Darkvision 120,None,0.25,"Spider Climb, Extraordinary Leap",Mordenkainen's Tome of Foes,,Wizards of the Coast
Steel Predator,Large,Construct,LE,20,207,40,24,17,22,4,14,6,None,"Perception, Stealth, Survival","Coldres, lightningres, necroticres, thunderres, poisonimmu, psychicimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, stunnedimmu","Blindsight 30, darkvision 60","Modron, Any",16.00,"Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,,Wizards of the Coast
Stirge,Tiny,Beast,U,14,2,"10, fly 40",4,16,11,2,8,6,None,None,None,Darkvision 60,None,0.13,None,Monster Manual,,Wizards of the Coast
Stone Cursed,Medium,Construct,LE,17,19,10,16,5,14,5,8,7,None,None,"Bludgeoningweak, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, petrifiedimmu, poisonedimmu",Normal,Any,1.00,"Cunning Opportunist, False Appearance",Mordenkainen's Tome of Foes,,Wizards of the Coast
Stone Juggernaut,Large,Construct,U,15,157,50,22,1,21,2,11,3,None,None,"Poisonimmu, nonmagicalimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",Blindsight 120,None,12.00,"Devastating Roll, Immutable Form, Regeneration, Siege Monster",Tomb of Annihilation,,Wizards of the Coast
Strahd's Animated Armor,Medium,Construct,LE,21,112,30,17,13,16,9,10,9,None,Perception,"Coldres, fireres, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu paralyzedimmu, petrifiedimmu, poisonimmu",Blindsight 60,Common,6.00,None,Curse of Strahd,,Wizards of the Coast
Su-Monster,Medium,Monstrosity,CE,12,27,"30, climb 30",14,15,12,9,13,9,None,"Athletics, Perception",None,Normal,None,1.00,None,Tomb of Annihilation,,Wizards of the Coast
Succubus/Incubus,Medium,Fiend,NE,15,66,"30, fly 60",8,17,13,15,12,20,None,"Deception, Insight, Perception, Persuasion, Stealth","Coldres, fireres, lightningres, poisonres, nonmagicalres",Darkvision 60,"Abyssal, Common, Infernal, telepathy 60",4.00,"Telepathic Bond, Shapechanger",Monster Manual,,Wizards of the Coast
Sword Wraith Commander,Medium,Undead,LE,18,127,30,18,14,18,11,12,14,None,Perception,"Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, frightenedimmu, poisonedimmu, unconsciousimmu",Darkvision 60,Any,8.00,"Martial Fury, Turning Defiance",Mordenkainen's Tome of Foes,,Wizards of the Coast
Sword Wraith Warrior,Medium,Undead,LE,16,45,30,18,12,17,6,9,10,None,None,"Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, frightenedimmu, poisonedimmu, unconsciousimmu",Darkvision 60,Any,3.00,Martial Fury,Mordenkainen's Tome of Foes,,Wizards of the Coast
Tabaxi Hunter,Medium,Humanoid (Tabaxi),CG,14,40,"30, climb 20",10,17,11,13,14,15,None,"Athletics, Perception, Stealth, Survival",None,Darkvision 60,"Common, Any",1.00,Feline Agility,Tomb of Annihilation,,Wizards of the Coast
Tabaxi Minstrel,Medium,Humanoid (Tabaxi),CG,12,22,"30, climb 20",10,15,11,14,12,16,None,"Perception, Performance, Persuasion, Stealth",None,Darkvision 60,"COmmon, Any",0.25,"Feline Agility, Inspire",Tomb of Annihilation,,Wizards of the Coast
Tarrasque,Gargantuan,Monstrosity,U,25,676,40,30,11,30,3,11,11,"INT, WIS, CHA",None,"Fireimmu, poisonimmu, nonmagicalimmu, charmedimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Blindsight 120,None,30.00,"Legendary, Magic Resistance, Reflective Carapace, Siege Monster",Monster Manual,,Wizards of the Coast
Tecuziztecatl,Large,Monstrosity,N,13,102,"30, climb 30",17,10,16,15,16,13,None,"Deception, Stealth","Nonmagicalres, acidimmu",Blindsight 30,"Olman, Primal",4.00,"Amphibious, Glowing, Flexible, Spider Climb",Tales from the Yawning Portal,,Wizards of the Coast
Thayan Apprentice,Medium,Humanoid (Human),NOT GOOD,12,27,30,10,14,12,15,13,11,None,Arcana,None,Normal,"Common, Thayan",2.00,"Doomvault Devotion, Normal Spellcasting",Tales from the Yawning Portal,,Wizards of the Coast
Thayan Warrior,Medium,Humanoid (Human),NOT GOOD,16,52,30,16,13,14,10,11,11,None,Perception,None,Normal,"Common, Thayan",2.00,"Doomvault Devotion, Pack Tactics",Tales from the Yawning Portal,,Wizards of the Coast
Thorn Slinger,Large,Plant,U,11,32,10,13,12,12,1,10,1,None,None,"Blindedimmu, deafenedimmu, frightenedimmu",Blindsight 60,None,0.50,"Adhesive Blossoms, False Appearance",Tales from the Yawning Portal,,Wizards of the Coast
Thorny,Medium,Plant,N,14,27,30,13,12,13,2,10,6,None,"Perception, Stealth","Lightningres, piercingres",Darkvision 60,Own,1.00,"Plant Camouflage, Regeneration",Volo's Guide to Monsters,,Wizards of the Coast
Thri-Kreen,Medium,Humanoid,CN,15,33,40,12,15,13,8,12,7,None,"Perception, Stealth, Survival",None,Darkvision 60,Own,1.00,"Chameleon Carapace, Standing Leap",Monster Manual,,Wizards of the Coast
Tiamat,Gargantuan,Fiend,CE,25,615,"60, fly 120",30,10,30,26,26,28,"STR, DEX, WIS","Arcana, Perception, Religion","Acidimmu, coldimmu, fireimmu, lightningimmu, nonmagicalimmu, blindedimmu, charmedimmu, deafenedimmu, frightenedimmu, poisonedimmu, stunnedimmu","Darkvision 240, truesight 120","Common, Draconic, Infernal",30.00,"Discorporation, Innate Spellcasting, Legendary Resistance, Limited Magic immunity, Magic Weapons, Multiple Heads, Regeneration",Rise of Tiamat,,Wizards of the Coast
Tiny Servant,Tiny,Construct,U,15,10,"30, climb 30",4,16,10,2,10,1,None,None,"Poisonimmu, psychicimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Blindsight 60,None,1.00,None,Xanathar's Guide to Everything,,Wizards of the Coast
Tlincalli,Large,Monstrosity,NE,15,85,40,16,13,16,8,12,8,None,"Perception, Stealth, Survival",None,Darkvision 60,Own,5.00,None,Volo's Guide to Monsters,,Wizards of the Coast
Topi,Small,Undead,CE,13,13,30,7,15,12,6,10,5,None,None,"Bludgeoningres, poisonimmu, poisonedimmu",Darkvision 60,Alive,0.50,"Turn Resistance, Undead Fortitude",The Tortle Package,,Wizards of the Coast
Tortle,Medium,Humanoid (Tortle),LG,17,22,30,15,10,12,11,13,12,None,"Athletics, Survival",None,Normal,"Aquan, Common",0.25,Hold Breath,Mordenkainen's Tome of Foes,,Wizards of the Coast
Tortle Druid,Medium,Humanoid (Tortle),LN,17,33,30,14,10,12,11,15,12,None,"Animal Handling, Nature, Survival",None,Normal,"Aquan, Common",2.00,"Hold Breath, Normal Spellcasting",Mordenkainen's Tome of Foes,,Wizards of the Coast
Trapper,Large,Monstrosity,U,13,85,"10, climb 10",17,10,17,2,13,4,None,Stealth,None,"Blindsight 30, darkvision 60",None,3.00,"False Appearance, Spider Climb",Volo's Guide to Monsters,,Wizards of the Coast
Treant,Huge,Plant,CG,16,138,30,23,8,21,12,16,12,None,None,"Bludgeoningres, piercingres, fireweak",Normal,"Common, Druidic, Elvish, Sylvan",9.00,"False Appearance, Siege Monster",Monster Manual,,Wizards of the Coast
Tressym,Tiny,Beast,CN,12,5,"40, climb 30, fly 40",3,15,10,11,12,12,None,"Perception, Stealth","Poisonimmu, poisonedimmu",Darkvision 60,Common,0.00,"Detect Invisibility, Keen Smell, Poison Sense",Storm King's Thunder,,Wizards of the Coast
Tri-Flower Frond,Medium,Plant,U,10,11,5,1,10,12,1,10,1,None,None,"Blindedimmu, deafenedimmu, exhaustionimmu, proneimmu",Blindsight 30,None,0.50,None,Tomb of Annihilation,,Wizards of the Coast
Troglodyte,Medium,Humanoid,CE,11,13,30,14,10,14,6,10,6,None,Stealth,None,Darkvision 60,Own,0.25,"Chameleon Skin, Stench, Sunlight Sensitivity",Monster Manual,,Wizards of the Coast
Troglodyte Champion of Laogzed,Medium,Humanoid (Troglodyte),CE,14,59,30,18,12,18,8,12,12,None,"Athletics, Intimidation, Stealth",None,Darkvision 60,Own,3.00,"Chameleon Skin, Stench, Sunlight Sensitivity",Out of the Abyss,,Wizards of the Coast
Troll,Large,Giant,CE,15,84,30,18,13,20,7,9,7,None,Perception,None,Darkvision 60,Giant,5.00,"Keen Smell, Regeneration",Monster Manual,,Wizards of the Coast
"Troll, Dire",Huge,Giant,CE,15,172,40,22,15,21,9,11,5,"WIS, CHA",Perception,"Nonmagicalres, frightenedimmu, poisonedimmu",Darkvision 60,Giant,13.00,"Keen Smell, Keen Sight, Regeneration",Mordenkainen's Tome of Foes,,Wizards of the Coast
"Troll, Rot",Large,Giant,CE,16,138,30,18,13,22,5,8,4,None,Perception,Necroticimmu,Darkvision 60,Giant,9.00,Rancid Degeneration,Mordenkainen's Tome of Foes,,Wizards of the Coast
"Troll, Spirit",Large,Giant,CE,17,97,30,1,17,13,8,9,16,None,Perception,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, unconsciousimmu",Darkvision 60,Giant,11.00,"Incorporeal Movement, Regeneration",Mordenkainen's Tome of Foes,,Wizards of the Coast
"Troll, Venom",Large,Giant,CE,15,94,30,18,13,20,7,9,7,None,Perception,"Poisonimmu, poisonedimmu",Darkvision 60,Giant,7.00,"Keen Smell, Poison Splash, Regeneration",Mordenkainen's Tome of Foes,,Wizards of the Coast
Umber Hulk,Large,Monstrosity,CE,18,93,"30, burrow 20",20,13,16,9,10,10,None,None,None,Darkvision 120,Own,5.00,"Confusing Gaze, Tunneler",Monster Manual,,Wizards of the Coast
Unicorn,Large,Celestial,LG,12,67,50,18,14,15,11,17,16,None,None,"Poisonimmu, charmedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,"Celestial, Elvish, Sylvan, telepathy 60",5.00,"Legendary, Lair, Charge, Innate Spellcasting, Magic Resistance, Magic Weapons",Monster Manual,,Wizards of the Coast
Uthgardt Shaman,Medium,Humanoid (Human),NE,13,38,30,14,12,13,10,15,12,None,"Medicine, Nature, Perception, Survival",None,Normal,"Bothii, COmmon",2.00,Innate Spellcasting,Storm King's Thunder,,Wizards of the Coast
Vampire,Medium,Undead,LE,16,144,30,18,18,18,17,15,18,"DEX, WIS, CHA","Perception, Stealth","Necroticres, nonmagicalres",Darkvision 120,Any,13.00,"Shapechanger, Legendary, Lair, Misty Escape, Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Sunlight Hypersensitivity, Stake to the Heart",Monster Manual,,Wizards of the Coast
Vampire Spawn,Medium,Undead,NE,15,82,30,16,16,16,11,10,12,"DEX, WIS","Perception, Stealth","Necroticres, nonmagicalres",Darkvision 60,Any,5.00,"Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Stake to the Heart,  Sunlight Hypersensitivity",Monster Manual,,Wizards of the Coast
Vampiric Mist,Medium,Undead,CE,13,30,fly 30,6,16,16,6,12,7,WIS,None,"Acidres, coldres, lightningres, necroticres, thunderres, nonmagicalres, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,None,3.00,"Life Sense, Forbiddance, Misty Form, Sunlight Hypersensitivity",Mordenkainen's Tome of Foes,,Wizards of the Coast
Vargouille,Tiny,Fiend,CE,12,13,"5, fly 40",6,14,14,4,7,2,None,None,"Coldres, fireres, lightningres, poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Infernal, Any",1.00,None,Volo's Guide to Monsters,,Wizards of the Coast
Vegepygmy,Small,Plant,N,13,9,30,7,14,13,6,11,7,None,"Perception, Stealth","Lightningres, piercingres",Darkvision 60,Own,0.25,"Plant Camouflage, Regeneration",Volo's Guide to Monsters,,Wizards of the Coast
Vegepygmy Chief,Small,Plant,N,14,33,30,14,14,14,7,12,9,None,"Perception, Stealth","Lightningres, piercingres",Darkvision 60,Own,2.00,"Plant Camouflage, Regeneration",Volo's Guide to Monsters,,Wizards of the Coast
Water Weird,Large,Elemental,N,13,58,swim 60,17,16,13,11,10,10,None,None,"Fireres, nonmagicalres, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, poisonedimmu, restrainedimmu, proneimmu, unconsciousimmu",Blindsight 30,Aquan,3.00,"Invisible in Water, Water Bound",Monster Manual,,Wizards of the Coast
White Maw,Gargantuan,Ooze,CN,5,217,10,18,1,20,12,10,3,None,None,"Acidres, coldres, fireres, poisonimmu, blindedimmu, charmedimmu, deafenedimmu, exhuastionimmu, frightenedimmu, poisonedimmu, proneimmu",Blindsight 60,Telepathy 50,10.00,"Amorphous Form, Corrode Metal, False Appearance, Killer Response",Tales from the Yawning Portal,,Wizards of the Coast
Wight,Medium,Undead,NE,14,45,30,15,14,16,10,13,15,None,"Perception, Stealth","Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Any,3.00,Sunlight Sensitivity,Monster Manual,,Wizards of the Coast
Will-O'-Wisp,Tiny,Undead,CE,19,22,fly 50,1,28,10,13,14,11,None,None,"Lightningimmu, poisonimmu, acidres, coldres, fireres, necroticres, thunderres, nonmagicalres, exhaustionimmu, grappledimmu, paralyzedimmu, poisonedimmu, proneimmu, restrainedimmu, unconsciousimmu",Darkvision 120,Any,2.00,"Consume Life, Ephemeral, Incorporeal Movement, Variable Illumination",Monster Manual,,Wizards of the Coast
Wood Woad,Medium,Plant,LN,18,75,"30, climb 30",18,12,16,10,13,8,None,"Athletics, Perception, Stealth","Fireweak, bludgeoningres, piercingres, charmedimmu, frightenedimmu",Darkvision 60,Sylvan,5.00,"Magic Club, Plant Camouflage, Regeneration, Tree Stride",Volo's Guide to Monsters,,Wizards of the Coast
Wraith,Medium,Undead,NE,13,67,fly 60,6,16,16,12,14,15,None,None,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalres, nonsilveredres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,Any,5.00,"Incorporeal Movement, Sunlight Sensitivity",Monster Manual,,Wizards of the Coast
Wyvern,Large,Dragon,U,13,110,"20, fly 80",19,1,16,5,12,6,None,Perception,None,Darkvision 60,None,6.00,None,Monster Manual,,Wizards of the Coast
Xorn,Medium,Elemental,N,19,73,"20, burrow 20",17,10,22,11,10,11,None,"Perception, Stealth",Nonadamantineres,"Darkvision 60, tremorsense 60",Terran,5.00,"Earth Glide, Stone Camouflage, Treasure Sense",Monster Manual,,Wizards of the Coast
Xvart,Small,Humanoid (Xvart),CE,13,7,30,8,14,10,8,7,7,None,Stealth,None,Darkvision 30,Abyssal,0.13,"Low Cunning, Overbearing Pack, Raxivort's Tongue",Volo's Guide to Monsters,,Wizards of the Coast
Xvart Speaker,Small,Humanoid (Xvart),CE,13,7,30,8,14,10,13,7,7,None,Stealth,None,Darkvision 30,"Abyssal, Any",0.13,"Low Cunning, Overbearing Pack, Raxivort's Tongue",Volo's Guide to Monsters,,Wizards of the Coast
Xvart Warlock of Raxivort,Small,Humanoid (Xvart),CE,12,22,30,8,14,12,8,11,12,None,Stealth,None,Darkvision 30,Abyssal,1.00,"Innate Spellcasting, Normal Spellcasting, Low Cunning, Raxivort's Blessing, Raxivort's Tongue",Volo's Guide to Monsters,,Wizards of the Coast
Yakfolk Priest,Large,Monstrosity,NE,12,52,30,16,11,15,14,18,14,None,"Deception, Medicine, Survival",None,Normal,"Common, Yikaria",4.00,"Normal Spellcasting, Possession",Storm King's Thunder,,Wizards of the Coast
Yakfolk Warrior,Large,Monstrosity,NE,11,60,30,18,11,15,14,15,14,None,"Deception, Survival",None,Normal,"Common, Yikaria",3.00,Possession,Storm King's Thunder,,Wizards of the Coast
Yellow Musk Creeper,Medium,Plant,U,6,60,"5, climb 5",12,3,12,1,10,3,None,None,"Blindedimmu, deafenedimmu, exhaustionimmu, proneimmu",Blindsight 30,None,2.00,"False Appearance, Regeneration",Tomb of Annihilation,,Wizards of the Coast
Yellow Musk Zombie,Medium,Undead,U,9,33,20,13,9,12,1,6,3,None,None,"Charmedimmu, exhaustionimmu",Blindsight 30,None,0.25,Undead Fortitude,Tomb of Annihilation,,Wizards of the Coast
Yeth Hound,Large,Fey,NE,14,51,"40, fly 40",18,17,16,5,12,7,None,None,"Nonmagicalimmu, nonsilveredimmu, charmedimmu, exhaustionimmu, frightenedimmu",Darkvision 60,"Common, Elvish, Sylvan",4.00,"Keen Hearing, Keen Smell, Sunlight Banishment, Telepathic Bond",Volo's Guide to Monsters,,Wizards of the Coast
Yeti,Large,Monstrosity,CE,12,51,"40, climb 40",18,13,16,8,12,7,None,"Perception, Stealth",Coldimmu,Darkvision 60,Own,3.00,"Fear of Fire, Keen Smell, Snow Camouflage",Monster Manual,,Wizards of the Coast
"Yeti, Abominable",Huge,Monstrosity,CE,15,137,"40, 40 climb",24,10,22,9,13,9,None,"Perception, Stealth",Poisonres,Darkvision 60,Own,9.00,"Fear of Fire, Keen Smell, Snow Camouflage",Monster Manual,,Wizards of the Coast
Yuan-Ti Abomination,Large,Monstrosity,NE,15,127,40,19,16,17,17,15,18,None,"Perception, Stealth","Poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Common, Draconic",7.00,"Shapechanger, Innate Spellcasting, Magic Resistance",Monster Manual,,Wizards of the Coast
Yuan-Ti Anathema,Huge,"Monstrosity
Monstrosity (Yuan-Ti)",NE,16,189,"40, climb 30, swim 30",23,13,19,19,17,20,None,"Perception, Stealth","Acidres, fireres, lightningres, poisonimmu, poisonedimmu","Blindsight 30, darkvision 60","Abyssal, Common, Draconic",12.00,"Innate Spellcasting, Magic Resistance, Ophidiophobia Aura, Shapechanger, Six Heads",Volo's Guide to Monsters,,Wizards of the Coast
Yuan-Ti Broodguard,Medium,Humanoid (Yuan-Ti),NE,14,45,30,15,14,14,6,11,4,"STR, DEX, WIS",Perception,"Poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Common, Draconic",2.00,"Mental Resistance, Reckless",Volo's Guide to Monsters,,Wizards of the Coast
Yuan-Ti Malison,Medium,Monstrosity,NE,12,66,30,16,14,13,14,12,16,None,"Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Common, Draconic",3.00,"Shapechanger, Innate Spellcasting, Magic Resistance, Malison Type",Monster Manual,,Wizards of the Coast
Yuan-Ti Mind Whisperer,Medium,"Monstrosity
Monstrosity (Yuan-Ti)",NE,14,71,30,16,14,13,14,12,16,"WIS, CHA","Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Common, Draconic",4.00,"Shapechanger, Innate Spellcasting, Magic Resistance, Mind Fangs, Normal Spellcasting, Sseth's Blessing",Volo's Guide to Monsters,,Wizards of the Coast
Yuan-Ti Nightmare Speaker,Medium,"Monstrosity
Monstrosity (Yuan-Ti)",NE,14,71,30,16,14,13,14,12,16,"WIS, CHA","Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Common, Draconic",4.00,"Shapechanger, Death Fangs, Innate Spellcasting, Magic Resistance, Normal Spellcasting",Volo's Guide to Monsters,,Wizards of the Coast
Yuan-Ti Pit Master,Medium,"Monstrosity
Monstrosity (Yuan-Ti)",NE,14,88,30,16,14,13,14,12,16,"WIS, CHA","Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Common, Draconic",5.00,"Shapechanger, Innate Spellcasting, Magic Resistance, Poison's Disciple, Normal Spellcasting",Volo's Guide to Monsters,,Wizards of the Coast
Yuan-Ti Pureblood,Medium,Monstrosity,NE,11,40,30,11,12,11,13,12,14,None,"Deception, Perception, Stealth","Poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Common, Draconic",1.00,"Innate Spellcasting, Magic Resistance",Monster Manual,,Wizards of the Coast
"Yugoloth, Arcana",Medium,Fiend,NE,17,104,"30, fly 30",17,12,14,20,16,17,"DEX, INT, WIS, CHA","Arcana, Deception, Insight, Perception","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, charmedimmu, poisonedimmu",Truesight 120,"All, telepathy 120",12.00,"Innate Spellcasting, Magic Resistance, Magic Weapons, Normal Spellcasting",Monster Manual,,Wizards of the Coast
"Yugoloth, Cano",Medium,Fiend (Yugoloth),NE,16,120,50,18,10,17,5,17,12,None,"Investigation, Perception","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Darkvision 60, truesight 120","Abyssal, Infernal, telepathy 60",8.00,"Dimensional Lock, Magic Resistance, Magic Weapons, Uncanny Senses",Mordenkainen's Tome of Foes,,Wizards of the Coast
"Yugoloth, Dhergo",Medium,Fiend (Yugoloth),NE,15,119,30,17,10,19,7,10,9,STR,None,"Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60",7.00,"Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,,Wizards of the Coast
